Question_Index,Query,Method,Pearson,Spearman,NDCG,KendallTau
50,What symptoms characterize the Muenke syndrome?,BetaShap (U)64,0.9652810099537862,0.8060606060606059,0.9933622542094768,0.6444444444444444
50,What symptoms characterize the Muenke syndrome?,TMC64,0.9918953549753747,0.8909090909090909,0.9933622542094768,0.7333333333333333
50,What symptoms characterize the Muenke syndrome?,ContextCite100,0.9980860769410611,0.9393939393939393,0.9933622542094768,0.8222222222222221
50,What symptoms characterize the Muenke syndrome?,WSS100,0.9970534525168874,0.9393939393939393,0.9933622542094768,0.8222222222222221
50,What symptoms characterize the Muenke syndrome?,BetaShap (U)100,0.9800215493716423,0.9151515151515152,0.9933622542094768,0.7777777777777777
50,What symptoms characterize the Muenke syndrome?,TMC100,0.994872886228124,0.9515151515151514,1.0,0.8666666666666666
50,What symptoms characterize the Muenke syndrome?,LOO,0.992407089802865,0.9515151515151514,1.0,0.8666666666666666
51,Which is the most widely used model for the study of multiple sclerosis (MS)?,ContextCite32,0.9905936115779919,0.9393939393939393,1.0,0.8222222222222221
51,Which is the most widely used model for the study of multiple sclerosis (MS)?,WSS32,0.9907973253350755,0.9393939393939393,1.0,0.8222222222222221
51,Which is the most widely used model for the study of multiple sclerosis (MS)?,BetaShap (U)32,0.9046196734021779,-0.0303030303030303,0.9018382984543475,-0.1111111111111111
51,Which is the most widely used model for the study of multiple sclerosis (MS)?,TMC32,0.9444287399021805,0.1515151515151515,0.9018382984543475,0.06666666666666667
51,Which is the most widely used model for the study of multiple sclerosis (MS)?,ContextCite64,0.9929637616631116,0.7939393939393938,0.993365995160947,0.6
51,Which is the most widely used model for the study of multiple sclerosis (MS)?,WSS64,0.9905060453779396,0.7939393939393938,0.993365995160947,0.6
51,Which is the most widely used model for the study of multiple sclerosis (MS)?,BetaShap (U)64,0.9008098014246224,0.5515151515151515,0.913702272916305,0.37777777777777777
51,Which is the most widely used model for the study of multiple sclerosis (MS)?,TMC64,0.9738583061868195,0.6606060606060605,0.9220734549928961,0.5111111111111111
51,Which is the most widely used model for the study of multiple sclerosis (MS)?,ContextCite100,0.9960630759041639,0.8666666666666665,0.993365995160947,0.7777777777777777
51,Which is the most widely used model for the study of multiple sclerosis (MS)?,WSS100,0.9948580183159923,0.8787878787878788,0.9859493929618806,0.7333333333333333
51,Which is the most widely used model for the study of multiple sclerosis (MS)?,BetaShap (U)100,0.7239407739069893,0.7212121212121211,0.993365995160947,0.5555555555555555
51,Which is the most widely used model for the study of multiple sclerosis (MS)?,TMC100,0.9801022276166992,0.6242424242424242,0.9220734549928961,0.4666666666666666
51,Which is the most widely used model for the study of multiple sclerosis (MS)?,LOO,0.9656172534317488,0.32121212121212117,0.9273301622130653,0.19999999999999998
52,How does ranolazine affect calcium handling in the heart,ContextCite32,0.9915508792636424,0.8909090909090909,1.0,0.7777777777777777
52,How does ranolazine affect calcium handling in the heart,WSS32,0.9914015519864083,0.8909090909090909,1.0,0.7777777777777777
52,How does ranolazine affect calcium handling in the heart,BetaShap (U)32,0.8877772315929945,0.7696969696969697,0.9178157970722475,0.6444444444444444
52,How does ranolazine affect calcium handling in the heart,TMC32,0.9733030507539964,0.6848484848484848,1.0,0.5555555555555555
52,How does ranolazine affect calcium handling in the heart,ContextCite64,0.9957705221434286,0.9030303030303028,1.0,0.8222222222222221
52,How does ranolazine affect calcium handling in the heart,WSS64,0.9953116556314553,0.8909090909090909,1.0,0.7777777777777777
52,How does ranolazine affect calcium handling in the heart,BetaShap (U)64,0.9112939890714528,0.8181818181818182,1.0,0.6888888888888888
52,How does ranolazine affect calcium handling in the heart,TMC64,0.9914245615834115,0.8545454545454544,1.0,0.7333333333333333
52,How does ranolazine affect calcium handling in the heart,ContextCite100,0.9975014723936311,0.9030303030303028,1.0,0.8222222222222221
52,How does ranolazine affect calcium handling in the heart,WSS100,0.9965086991902097,0.9030303030303028,1.0,0.7777777777777777
52,How does ranolazine affect calcium handling in the heart,BetaShap (U)100,0.94630612256527,0.6363636363636362,0.9503654832628244,0.5111111111111111
52,How does ranolazine affect calcium handling in the heart,TMC100,0.9911256771351319,0.6969696969696969,1.0,0.6
52,How does ranolazine affect calcium handling in the heart,LOO,0.9885107096855174,0.6969696969696969,1.0,0.6
53,Why does cranberry juice help combat urinary tract infections?,ContextCite32,0.9824093748182468,0.9636363636363635,0.9778231117010618,0.8666666666666666
53,Why does cranberry juice help combat urinary tract infections?,WSS32,0.9821820169244395,0.9636363636363635,0.9778231117010618,0.8666666666666666
53,Why does cranberry juice help combat urinary tract infections?,BetaShap (U)32,0.6125788927666027,0.38181818181818183,0.7624677986655758,0.24444444444444444
53,Why does cranberry juice help combat urinary tract infections?,TMC32,0.8243286636235608,0.3696969696969697,0.9367340954870331,0.24444444444444444
53,Why does cranberry juice help combat urinary tract infections?,ContextCite64,0.9898465760573076,0.9030303030303028,0.9778231117010618,0.7777777777777777
53,Why does cranberry juice help combat urinary tract infections?,WSS64,0.98839391115205,0.9393939393939393,0.9778231117010618,0.8222222222222221
53,Why does cranberry juice help combat urinary tract infections?,BetaShap (U)64,0.7508181314317357,0.5636363636363636,1.0000000000000002,0.4666666666666666
53,Why does cranberry juice help combat urinary tract infections?,TMC64,0.9515827521009043,0.6606060606060605,1.0000000000000002,0.5111111111111111
53,Why does cranberry juice help combat urinary tract infections?,ContextCite100,0.9884516982545115,0.9151515151515152,0.9778231117010618,0.8222222222222221
53,Why does cranberry juice help combat urinary tract infections?,WSS100,0.9856348370317676,0.8303030303030302,0.9778231117010618,0.7333333333333333
53,Why does cranberry juice help combat urinary tract infections?,BetaShap (U)100,0.7562030608306978,0.5515151515151515,1.0000000000000002,0.4222222222222222
53,Why does cranberry juice help combat urinary tract infections?,TMC100,0.9761967492569108,0.7575757575757575,1.0000000000000002,0.6
53,Why does cranberry juice help combat urinary tract infections?,LOO,0.9525042517939882,0.4545454545454545,0.9531997416077204,0.3333333333333333
54,How are cryptic unstable transcripts (CUTs) defined?,ContextCite32,0.9894813944885259,0.6484848484848483,0.9334416633460545,0.4666666666666666
54,How are cryptic unstable transcripts (CUTs) defined?,WSS32,0.9894844446133764,0.6484848484848483,0.9334416633460545,0.4666666666666666
54,How are cryptic unstable transcripts (CUTs) defined?,BetaShap (U)32,0.9261253327590562,0.7575757575757575,0.9991169239092179,0.6
54,How are cryptic unstable transcripts (CUTs) defined?,TMC32,0.9871335396828768,0.8424242424242423,0.9991169239092179,0.6888888888888888
54,How are cryptic unstable transcripts (CUTs) defined?,ContextCite64,0.9967702531330513,0.9515151515151514,1.0000000000000002,0.8666666666666666
54,How are cryptic unstable transcripts (CUTs) defined?,WSS64,0.9964771933016878,0.9515151515151514,1.0000000000000002,0.8666666666666666
54,How are cryptic unstable transcripts (CUTs) defined?,BetaShap (U)64,0.9556402710120693,0.7696969696969697,0.9991169239092179,0.6444444444444444
54,How are cryptic unstable transcripts (CUTs) defined?,TMC64,0.993839287228584,0.8424242424242423,0.9991169239092179,0.7333333333333333
54,How are cryptic unstable transcripts (CUTs) defined?,ContextCite100,0.9976547788663677,0.8909090909090909,1.0000000000000002,0.7777777777777777
54,How are cryptic unstable transcripts (CUTs) defined?,WSS100,0.9973934609568027,0.8545454545454544,1.0000000000000002,0.7333333333333333
54,How are cryptic unstable transcripts (CUTs) defined?,BetaShap (U)100,0.9674936000540687,0.7696969696969697,0.9449168098870295,0.6444444444444444
54,How are cryptic unstable transcripts (CUTs) defined?,TMC100,0.9969785315745398,0.8909090909090909,0.9991169239092179,0.7777777777777777
54,How are cryptic unstable transcripts (CUTs) defined?,LOO,0.9874371258080127,0.05454545454545454,0.907257160051673,0.1111111111111111
55,What is Abbreviated Injury Scale (AIS) used to determine?,ContextCite32,0.9996520741432008,0.7939393939393938,0.9883430894995611,0.6444444444444444
55,What is Abbreviated Injury Scale (AIS) used to determine?,WSS32,0.9996423104566472,0.7939393939393938,0.9883430894995611,0.6444444444444444
55,What is Abbreviated Injury Scale (AIS) used to determine?,BetaShap (U)32,0.9935080704534017,0.2606060606060606,0.9883430894995611,0.15555555555555553
55,What is Abbreviated Injury Scale (AIS) used to determine?,TMC32,0.9988892131860364,0.6,0.9965678208053698,0.4222222222222222
55,What is Abbreviated Injury Scale (AIS) used to determine?,ContextCite64,0.9998761615439483,0.9636363636363635,0.9987215448914919,0.8666666666666666
55,What is Abbreviated Injury Scale (AIS) used to determine?,WSS64,0.9998685116205943,0.9636363636363635,0.9987215448914919,0.8666666666666666
55,What is Abbreviated Injury Scale (AIS) used to determine?,BetaShap (U)64,0.9917729902301503,0.18787878787878787,0.9883430894995611,0.19999999999999998
55,What is Abbreviated Injury Scale (AIS) used to determine?,TMC64,0.9992301392424798,0.6484848484848483,0.9987215448914919,0.5111111111111111
55,What is Abbreviated Injury Scale (AIS) used to determine?,ContextCite100,0.9998977561780071,0.9757575757575757,1.0,0.911111111111111
55,What is Abbreviated Injury Scale (AIS) used to determine?,WSS100,0.9999337435271075,0.9636363636363635,0.9987215448914919,0.8666666666666666
55,What is Abbreviated Injury Scale (AIS) used to determine?,BetaShap (U)100,0.9838066726464242,0.23636363636363633,0.9883430894995611,0.19999999999999998
55,What is Abbreviated Injury Scale (AIS) used to determine?,TMC100,0.9996923892520962,0.7333333333333332,0.9987215448914919,0.5111111111111111
55,What is Abbreviated Injury Scale (AIS) used to determine?,LOO,0.999224460812713,0.8060606060606059,0.9896215446080693,0.7333333333333333
56,Tumor-treating fields are effective for treatment of which cancers?,ContextCite32,0.7082502454937621,0.5151515151515151,0.9777529779894379,0.37777777777777777
56,Tumor-treating fields are effective for treatment of which cancers?,WSS32,0.7100793389234861,0.6121212121212121,0.9777529779894379,0.4666666666666666
56,Tumor-treating fields are effective for treatment of which cancers?,BetaShap (U)32,0.1607030527137875,0.06666666666666665,0.6804913456137915,0.022222222222222223
56,Tumor-treating fields are effective for treatment of which cancers?,TMC32,0.38305296387138127,0.309090909090909,0.8189656155689183,0.19999999999999998
56,Tumor-treating fields are effective for treatment of which cancers?,ContextCite64,0.8031870987677862,0.709090909090909,0.9777529779894379,0.5555555555555555
56,Tumor-treating fields are effective for treatment of which cancers?,WSS64,0.7823147645271783,0.6727272727272726,0.9777529779894379,0.5111111111111111
56,Tumor-treating fields are effective for treatment of which cancers?,BetaShap (U)64,0.40052582208359505,0.406060606060606,0.9777529779894379,0.28888888888888886
56,Tumor-treating fields are effective for treatment of which cancers?,TMC64,0.7625130280267225,0.6727272727272726,0.9846221360368851,0.5555555555555555
56,Tumor-treating fields are effective for treatment of which cancers?,ContextCite100,0.9079904875344175,0.9636363636363635,0.9846221360368851,0.911111111111111
56,Tumor-treating fields are effective for treatment of which cancers?,WSS100,0.7856455981272772,0.7212121212121211,0.9846221360368851,0.6888888888888888
56,Tumor-treating fields are effective for treatment of which cancers?,BetaShap (U)100,0.6325059742388226,0.6121212121212121,0.9777529779894379,0.5111111111111111
56,Tumor-treating fields are effective for treatment of which cancers?,TMC100,0.9218446106385172,0.8545454545454544,1.0,0.7333333333333333
56,Tumor-treating fields are effective for treatment of which cancers?,LOO,0.5575376695383303,0.5393939393939393,0.8549542759500277,0.28888888888888886
57,Which properties of the mRNA does N6-methyladenosine (m6A) affect?,ContextCite32,0.9989705200334222,0.9878787878787878,1.0,0.9555555555555554
57,Which properties of the mRNA does N6-methyladenosine (m6A) affect?,WSS32,0.9990036173192475,0.9878787878787878,1.0,0.9555555555555554
57,Which properties of the mRNA does N6-methyladenosine (m6A) affect?,BetaShap (U)32,0.9406228160200835,0.41818181818181815,0.9939601498708722,0.3333333333333333
57,Which properties of the mRNA does N6-methyladenosine (m6A) affect?,TMC32,0.9718599990489323,0.49090909090909085,0.9939601498708722,0.37777777777777777
57,Which properties of the mRNA does N6-methyladenosine (m6A) affect?,ContextCite64,0.99879812153619,0.8666666666666665,0.99655756330886,0.6888888888888888
57,Which properties of the mRNA does N6-methyladenosine (m6A) affect?,WSS64,0.998438422007526,0.7696969696969697,0.9939601498708722,0.6
57,Which properties of the mRNA does N6-methyladenosine (m6A) affect?,BetaShap (U)64,0.9564373670627041,0.7333333333333332,1.0,0.6
57,Which properties of the mRNA does N6-methyladenosine (m6A) affect?,TMC64,0.9887133244230765,0.7818181818181817,1.0,0.6
57,Which properties of the mRNA does N6-methyladenosine (m6A) affect?,ContextCite100,0.9994014519984894,0.6727272727272726,0.99655756330886,0.6
57,Which properties of the mRNA does N6-methyladenosine (m6A) affect?,WSS100,0.9991270842809497,0.7333333333333332,0.99655756330886,0.6444444444444444
57,Which properties of the mRNA does N6-methyladenosine (m6A) affect?,BetaShap (U)100,0.9977302650568121,0.709090909090909,1.0,0.5555555555555555
57,Which properties of the mRNA does N6-methyladenosine (m6A) affect?,TMC100,0.9962622654126038,0.8424242424242423,1.0,0.6888888888888888
57,Which properties of the mRNA does N6-methyladenosine (m6A) affect?,LOO,0.9901490058032087,0.5151515151515151,0.9152589396808047,0.4666666666666666
58,Is arimoclomol a co-inducer of the heat shock response?,ContextCite32,0.8238631891584244,0.8545454545454544,0.8354269749521409,0.6888888888888888
58,Is arimoclomol a co-inducer of the heat shock response?,WSS32,0.8255226245787427,0.8545454545454544,0.8354269749521409,0.6888888888888888
58,Is arimoclomol a co-inducer of the heat shock response?,BetaShap (U)32,0.7029676257803829,0.6121212121212121,0.991798611399968,0.4666666666666666
58,Is arimoclomol a co-inducer of the heat shock response?,TMC32,0.756923563461546,0.7696969696969697,0.8781683471737696,0.6444444444444444
58,Is arimoclomol a co-inducer of the heat shock response?,ContextCite64,0.8206395060209615,0.8303030303030302,0.8249429472583968,0.6888888888888888
58,Is arimoclomol a co-inducer of the heat shock response?,WSS64,0.8161495663177616,0.8545454545454544,0.8249429472583968,0.7333333333333333
58,Is arimoclomol a co-inducer of the heat shock response?,BetaShap (U)64,0.6828502217987568,0.6606060606060605,0.8126548538460634,0.5111111111111111
58,Is arimoclomol a co-inducer of the heat shock response?,TMC64,0.804003529398,0.9030303030303028,0.9176895403877925,0.7777777777777777
58,Is arimoclomol a co-inducer of the heat shock response?,ContextCite100,0.886084890689485,0.8424242424242423,0.7734587717545811,0.6888888888888888
58,Is arimoclomol a co-inducer of the heat shock response?,WSS100,0.8291573488604147,0.8181818181818182,0.7734587717545811,0.6444444444444444
58,Is arimoclomol a co-inducer of the heat shock response?,BetaShap (U)100,0.7562805525815627,0.8181818181818182,0.7930318976383935,0.6444444444444444
58,Is arimoclomol a co-inducer of the heat shock response?,TMC100,0.8642363256446218,0.7818181818181817,0.8126548538460634,0.6
58,Is arimoclomol a co-inducer of the heat shock response?,LOO,0.4914448804513331,0.5272727272727272,0.50902244401554,0.37777777777777777
59,What is 2d 4d ratio in athletes.,ContextCite32,0.812399666812907,0.7575757575757575,0.8991479529084709,0.6
59,What is 2d 4d ratio in athletes.,WSS32,0.8119049946178836,0.7575757575757575,0.8991479529084709,0.6
59,What is 2d 4d ratio in athletes.,BetaShap (U)32,0.40217868426848397,0.5515151515151515,0.6990980913602374,0.4666666666666666
59,What is 2d 4d ratio in athletes.,TMC32,0.6291124772385769,0.6,0.8770465732656836,0.4666666666666666
59,What is 2d 4d ratio in athletes.,ContextCite64,0.9103987478743911,0.709090909090909,0.9693005050620265,0.5555555555555555
59,What is 2d 4d ratio in athletes.,WSS64,0.9033119527705207,0.7212121212121211,0.9693005050620265,0.6
59,What is 2d 4d ratio in athletes.,BetaShap (U)64,0.3609980210955005,0.6606060606060605,0.7185674791975176,0.5111111111111111
59,What is 2d 4d ratio in athletes.,TMC64,0.7293674808548924,0.8060606060606059,0.91917899396659,0.6444444444444444
59,What is 2d 4d ratio in athletes.,ContextCite100,0.9247824404245535,0.7333333333333332,0.9693005050620265,0.6
59,What is 2d 4d ratio in athletes.,WSS100,0.9089273736120744,0.6484848484848483,0.9693005050620265,0.5111111111111111
59,What is 2d 4d ratio in athletes.,BetaShap (U)100,0.5196969376397288,0.7575757575757575,0.765857408772413,0.6
59,What is 2d 4d ratio in athletes.,TMC100,0.8614905231107827,0.8181818181818182,0.9881883423478326,0.6888888888888888
59,What is 2d 4d ratio in athletes.,LOO,0.8067373974545817,0.5636363636363636,0.850941522823878,0.4666666666666666
60,Which is the substrate of the haspin kinase during mitosis?,ContextCite32,0.8527918191132063,0.8666666666666665,0.9851180750166314,0.7333333333333333
60,Which is the substrate of the haspin kinase during mitosis?,WSS32,0.8519239692812615,0.8666666666666665,0.9851180750166314,0.7333333333333333
60,Which is the substrate of the haspin kinase during mitosis?,BetaShap (U)32,0.6028723913576952,0.5393939393939393,0.9200327356258508,0.3333333333333333
60,Which is the substrate of the haspin kinase during mitosis?,TMC32,0.729168420848912,0.4424242424242424,0.9200327356258508,0.24444444444444444
60,Which is the substrate of the haspin kinase during mitosis?,ContextCite64,0.9597743296792907,0.9151515151515152,1.0,0.8222222222222221
60,Which is the substrate of the haspin kinase during mitosis?,WSS64,0.934151078503587,0.9151515151515152,1.0,0.8222222222222221
60,Which is the substrate of the haspin kinase during mitosis?,BetaShap (U)64,0.6829692582040539,0.6363636363636362,0.9200327356258508,0.4222222222222222
60,Which is the substrate of the haspin kinase during mitosis?,TMC64,0.8513237791837202,0.7454545454545454,0.9501586374245292,0.5555555555555555
60,Which is the substrate of the haspin kinase during mitosis?,ContextCite100,0.966143532583462,0.9272727272727272,1.0,0.8666666666666666
60,Which is the substrate of the haspin kinase during mitosis?,WSS100,0.9256352428653757,0.9272727272727272,1.0,0.8666666666666666
60,Which is the substrate of the haspin kinase during mitosis?,BetaShap (U)100,0.6467616139434351,0.6606060606060605,0.6698431605650309,0.4666666666666666
60,Which is the substrate of the haspin kinase during mitosis?,TMC100,0.9328189328514425,0.8787878787878788,0.973760718313943,0.7333333333333333
60,Which is the substrate of the haspin kinase during mitosis?,LOO,0.6825611948696672,0.6,0.8471607947897232,0.4666666666666666
61,What is the importance of Janus Kinases in dermatology?,ContextCite32,0.9895324480662934,0.6121212121212121,0.9652957887419554,0.5111111111111111
61,What is the importance of Janus Kinases in dermatology?,WSS32,0.9894890698915312,0.6121212121212121,0.9652957887419554,0.5111111111111111
61,What is the importance of Janus Kinases in dermatology?,BetaShap (U)32,0.9380076530568309,0.6363636363636362,0.9702909342386654,0.5111111111111111
61,What is the importance of Janus Kinases in dermatology?,TMC32,0.959092853162611,0.6484848484848483,0.9735033623424776,0.5111111111111111
61,What is the importance of Janus Kinases in dermatology?,ContextCite64,0.9971541899012221,0.9272727272727272,0.9735033623424776,0.8222222222222221
61,What is the importance of Janus Kinases in dermatology?,WSS64,0.9972035112961474,0.9272727272727272,0.9735033623424776,0.8222222222222221
61,What is the importance of Janus Kinases in dermatology?,BetaShap (U)64,0.9225439019242301,0.7696969696969697,0.9937503685938047,0.6
61,What is the importance of Janus Kinases in dermatology?,TMC64,0.9889109025739455,0.8787878787878788,0.9751032004299085,0.7333333333333333
61,What is the importance of Janus Kinases in dermatology?,ContextCite100,0.9985098848202836,0.7696969696969697,1.0000000000000002,0.6888888888888888
61,What is the importance of Janus Kinases in dermatology?,WSS100,0.9980701824196616,0.8303030303030302,1.0000000000000002,0.7333333333333333
61,What is the importance of Janus Kinases in dermatology?,BetaShap (U)100,0.9150726929776295,0.7939393939393938,0.9937503685938047,0.6444444444444444
61,What is the importance of Janus Kinases in dermatology?,TMC100,0.9925570404527913,0.9030303030303028,1.0000000000000002,0.7777777777777777
61,What is the importance of Janus Kinases in dermatology?,LOO,0.9925354889188183,0.8545454545454544,0.9751032004299085,0.7333333333333333
62,Describe the mechanism of action of a drug Elagolix.,ContextCite32,0.9936502815980651,0.8787878787878788,0.993966233714758,0.6888888888888888
62,Describe the mechanism of action of a drug Elagolix.,WSS32,0.9937406237471755,0.8787878787878788,0.993966233714758,0.6888888888888888
62,Describe the mechanism of action of a drug Elagolix.,BetaShap (U)32,0.9574471126335232,0.5272727272727272,0.9841850450693207,0.4222222222222222
62,Describe the mechanism of action of a drug Elagolix.,TMC32,0.9872110760169532,0.8060606060606059,0.9880556612522747,0.6444444444444444
62,Describe the mechanism of action of a drug Elagolix.,ContextCite64,0.991161159649537,0.7939393939393938,0.9968031653710961,0.6444444444444444
62,Describe the mechanism of action of a drug Elagolix.,WSS64,0.9911027164857014,0.8545454545454544,0.9968031653710961,0.6888888888888888
62,Describe the mechanism of action of a drug Elagolix.,BetaShap (U)64,0.9321736901080374,0.29696969696969694,0.9642701164998155,0.24444444444444444
62,Describe the mechanism of action of a drug Elagolix.,TMC64,0.9889433197303887,0.8060606060606059,0.9880556612522747,0.6888888888888888
62,Describe the mechanism of action of a drug Elagolix.,ContextCite100,0.9922640957412859,0.8303030303030302,0.9968031653710961,0.6444444444444444
62,Describe the mechanism of action of a drug Elagolix.,WSS100,0.99291942398782,0.8787878787878788,0.9968031653710961,0.7333333333333333
62,Describe the mechanism of action of a drug Elagolix.,BetaShap (U)100,0.944794161965233,0.35757575757575755,0.9844758520706098,0.28888888888888886
62,Describe the mechanism of action of a drug Elagolix.,TMC100,0.9934109032500269,0.8303030303030302,0.9992571224746731,0.6888888888888888
62,Describe the mechanism of action of a drug Elagolix.,LOO,0.9870293699424405,0.4666666666666666,0.9499398161685293,0.37777777777777777
63,Is recommended the use of perioperative treatment with thyroid hormone therapy in patients undergoing coronary artery bypass grafting?,ContextCite32,0.9635185227079738,0.8060606060606059,1.0,0.6888888888888888
63,Is recommended the use of perioperative treatment with thyroid hormone therapy in patients undergoing coronary artery bypass grafting?,WSS32,0.962746770092718,0.8060606060606059,1.0,0.6888888888888888
63,Is recommended the use of perioperative treatment with thyroid hormone therapy in patients undergoing coronary artery bypass grafting?,BetaShap (U)32,0.9193282392611926,0.49090909090909085,0.9259389315690764,0.4222222222222222
63,Is recommended the use of perioperative treatment with thyroid hormone therapy in patients undergoing coronary artery bypass grafting?,TMC32,0.9343522241469601,0.7454545454545454,0.9759422294781153,0.6
63,Is recommended the use of perioperative treatment with thyroid hormone therapy in patients undergoing coronary artery bypass grafting?,ContextCite64,0.9820862843558178,0.9151515151515152,1.0,0.8222222222222221
63,Is recommended the use of perioperative treatment with thyroid hormone therapy in patients undergoing coronary artery bypass grafting?,WSS64,0.9804874254509561,0.9636363636363635,1.0,0.911111111111111
63,Is recommended the use of perioperative treatment with thyroid hormone therapy in patients undergoing coronary artery bypass grafting?,BetaShap (U)64,0.9514525873265154,0.5272727272727272,1.0,0.4222222222222222
63,Is recommended the use of perioperative treatment with thyroid hormone therapy in patients undergoing coronary artery bypass grafting?,TMC64,0.9742810577858183,0.8424242424242423,0.9634363012288709,0.7333333333333333
63,Is recommended the use of perioperative treatment with thyroid hormone therapy in patients undergoing coronary artery bypass grafting?,ContextCite100,0.9893023966034742,0.8909090909090909,1.0,0.7777777777777777
63,Is recommended the use of perioperative treatment with thyroid hormone therapy in patients undergoing coronary artery bypass grafting?,WSS100,0.9902167995871706,0.8545454545454544,1.0,0.7333333333333333
63,Is recommended the use of perioperative treatment with thyroid hormone therapy in patients undergoing coronary artery bypass grafting?,BetaShap (U)100,0.8841709810895086,0.5878787878787878,1.0,0.4666666666666666
63,Is recommended the use of perioperative treatment with thyroid hormone therapy in patients undergoing coronary artery bypass grafting?,TMC100,0.9867424429975631,0.7939393939393938,0.9634363012288709,0.6444444444444444
63,Is recommended the use of perioperative treatment with thyroid hormone therapy in patients undergoing coronary artery bypass grafting?,LOO,0.9130884316710468,0.8787878787878788,0.9759422294781153,0.7333333333333333
64,Is enzastaurin effective treatment of glioblastoma?,ContextCite32,0.99876359102441,0.7333333333333332,0.9911736165646089,0.6
64,Is enzastaurin effective treatment of glioblastoma?,WSS32,0.9987766880021961,0.7333333333333332,0.9911736165646089,0.6
64,Is enzastaurin effective treatment of glioblastoma?,BetaShap (U)32,0.9884394947821079,0.7333333333333332,0.9992092053781694,0.6
64,Is enzastaurin effective treatment of glioblastoma?,TMC32,0.9949813094216052,0.7212121212121211,0.9992092053781694,0.5555555555555555
64,Is enzastaurin effective treatment of glioblastoma?,ContextCite64,0.999658010987524,0.8303030303030302,0.9928801353217355,0.7333333333333333
64,Is enzastaurin effective treatment of glioblastoma?,WSS64,0.999819568110191,0.9272727272727272,1.0,0.8666666666666666
64,Is enzastaurin effective treatment of glioblastoma?,BetaShap (U)64,0.9836176095798733,0.7696969696969697,0.9895163668147866,0.6888888888888888
64,Is enzastaurin effective treatment of glioblastoma?,TMC64,0.9984400431305647,0.8666666666666665,0.9992092053781694,0.6888888888888888
64,Is enzastaurin effective treatment of glioblastoma?,ContextCite100,0.9998654829412478,0.9030303030303028,0.9993287372246317,0.8222222222222221
64,Is enzastaurin effective treatment of glioblastoma?,WSS100,0.9998411956655119,0.9151515151515152,0.9993287372246317,0.7777777777777777
64,Is enzastaurin effective treatment of glioblastoma?,BetaShap (U)100,0.9838413396325799,0.6727272727272726,0.9890243517649413,0.5555555555555555
64,Is enzastaurin effective treatment of glioblastoma?,TMC100,0.9996758441195446,0.9878787878787878,1.0,0.9555555555555554
64,Is enzastaurin effective treatment of glioblastoma?,LOO,0.9968573209858719,0.28484848484848485,0.9983621660632797,0.19999999999999998
65,Have microRNAs been implicated in pharmacogenomics? ,ContextCite32,0.7839718604626403,0.6727272727272726,0.8951642919833825,0.5111111111111111
65,Have microRNAs been implicated in pharmacogenomics? ,WSS32,0.7806482537640161,0.6727272727272726,0.8951642919833825,0.5111111111111111
65,Have microRNAs been implicated in pharmacogenomics? ,BetaShap (U)32,0.5174633095276835,0.4666666666666666,0.7388785088858845,0.3333333333333333
65,Have microRNAs been implicated in pharmacogenomics? ,TMC32,0.6746153832256476,0.5151515151515151,0.8315540440131065,0.37777777777777777
65,Have microRNAs been implicated in pharmacogenomics? ,ContextCite64,0.8626023706081886,0.8181818181818182,0.9562869744535494,0.6444444444444444
65,Have microRNAs been implicated in pharmacogenomics? ,WSS64,0.8611845642787601,0.8181818181818182,0.9562869744535494,0.6444444444444444
65,Have microRNAs been implicated in pharmacogenomics? ,BetaShap (U)64,0.4712940319784836,0.3939393939393939,0.7388785088858845,0.19999999999999998
65,Have microRNAs been implicated in pharmacogenomics? ,TMC64,0.7841445725514076,0.4424242424242424,0.7396806777026543,0.3333333333333333
65,Have microRNAs been implicated in pharmacogenomics? ,ContextCite100,0.9239782325605522,0.9515151515151514,1.0,0.8666666666666666
65,Have microRNAs been implicated in pharmacogenomics? ,WSS100,0.9201197284667763,0.9393939393939393,1.0,0.8222222222222221
65,Have microRNAs been implicated in pharmacogenomics? ,BetaShap (U)100,0.14762535239690364,0.2121212121212121,0.4884640134852338,0.1111111111111111
65,Have microRNAs been implicated in pharmacogenomics? ,TMC100,0.7978905070163458,0.406060606060606,0.7388785088858845,0.24444444444444444
65,Have microRNAs been implicated in pharmacogenomics? ,LOO,0.6560289864136762,0.709090909090909,0.853765738475494,0.5111111111111111
66,Are piRNAs involved in gene silencing?,ContextCite32,0.7447184722841254,0.6121212121212121,0.9828095598078223,0.4666666666666666
66,Are piRNAs involved in gene silencing?,WSS32,0.747187584251065,0.6606060606060605,0.9828095598078223,0.5111111111111111
66,Are piRNAs involved in gene silencing?,BetaShap (U)32,0.4078075952052705,0.6848484848484848,0.7537863694341502,0.4222222222222222
66,Are piRNAs involved in gene silencing?,TMC32,0.6340283268426732,0.8181818181818182,0.7572002862821815,0.6444444444444444
66,Are piRNAs involved in gene silencing?,ContextCite64,0.8796019976796563,0.8303030303030302,0.9815005480785013,0.6888888888888888
66,Are piRNAs involved in gene silencing?,WSS64,0.8665243680891598,0.8303030303030302,0.9815005480785013,0.6888888888888888
66,Are piRNAs involved in gene silencing?,BetaShap (U)64,0.3159313959337122,0.34545454545454546,0.7537863694341502,0.24444444444444444
66,Are piRNAs involved in gene silencing?,TMC64,0.6462268219352307,0.6969696969696969,0.9050515140846734,0.5111111111111111
